year,flag_country_iso3c,flag_country_name,eez_sovereign_iso3c,eez_sovereign_name,fao_fishing_id,fao_major_fishing_area,length_category,nom_active_fishing_days,eff_active_fishing_days,sector
2012,IRQ,Iraq,IRQ,Iraq,51,"Indian Ocean, Western",6-12m,538335.047863184,2659581.3995516,Artisanal
2012,IRQ,Iraq,IRQ,Iraq,51,"Indian Ocean, Western",Less than 6m,370108.024797605,1828475.44941317,Artisanal
2012,ISR,Israel,ISR,Israel,37,Mediterranean and Black Sea,12-24m,1127493.37575,5570249.27536289,Artisanal
2012,ISR,Israel,ISR,Israel,37,Mediterranean and Black Sea,6-12m,652843.275659999,3225295.91870256,Artisanal
2012,ISR,Israel,ISR,Israel,37,Mediterranean and Black Sea,Less than 6m,919634.77995,4543348.17107682,Artisanal
2012,ITA,Italy,ITA,Italy,37,Mediterranean and Black Sea,12-24m,92063.6386357248,454829.649049418,Artisanal
2012,ITA,Italy,ITA,Italy,37,Mediterranean and Black Sea,6-12m,29970962.4267392,148068037.764232,Artisanal
2012,ITA,Italy,ITA,Italy,37,Mediterranean and Black Sea,Less than 6m,3175620.58593967,15688782.4337693,Artisanal
2012,JAM,Jamaica,JAM,Jamaica,31,"Atlantic, Western Central",12-24m,14388.708585,71085.7334444999,Artisanal
2012,JAM,Jamaica,JAM,Jamaica,31,"Atlantic, Western Central",6-12m,10495148.693307,51850055.761819,Artisanal
2012,JAM,Jamaica,JAM,Jamaica,31,"Atlantic, Western Central",Less than 6m,8094648.67785,39990665.9337294,Artisanal
2012,JOR,Jordan,JOR,Jordan,51,"Indian Ocean, Western",Less than 6m,506876.3137308,2504163.19952166,Artisanal
2012,JPN,Japan,JPN,Japan,61,"Pacific, Northwest",6-12m,871570384.866,4305891643.48586,Artisanal
2012,JPN,Japan,JPN,Japan,61,"Pacific, Northwest",Less than 6m,1568793.701112,7750441.9668986,Artisanal
2012,KEN,Kenya,KEN,Kenya,34,"Atlantic, Eastern Central",12-24m,102966.972847423,508696.297668398,Artisanal
2012,KEN,Kenya,KEN,Kenya,34,"Atlantic, Eastern Central",6-12m,407317.742724644,2012305.7128785,Artisanal
2012,KEN,Kenya,KEN,Kenya,34,"Atlantic, Eastern Central",Less than 6m,191976.024044466,948435.114405359,Artisanal
2012,KEN,Kenya,KEN,Kenya,51,"Indian Ocean, Western",12-24m,602816.481202577,2978144.38631344,Artisanal
